qseqid,sseqid,length,qcovs,pident,evalue,staxids,stitle
unassigned_220,gi|343206157|ref|NR_044747.1|,256,100,71.094,2.70e-23,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_220,gi|659364651|ref|NR_121714.1|,256,100,71.094,2.70e-23,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_220,gi|219846371|ref|NR_025962.1|,256,100,71.094,2.70e-23,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_220,gi|974142220|ref|NR_134740.1|,250,98,70.000,9.42e-23,1524256,Granulosicoccus undariae strain W-BA3 16S ribosomal RNA, partial sequence
unassigned_220,gi|219857394|ref|NR_024982.1|,244,96,70.492,9.42e-23,92404,Mycoplasma gypis strain B1/T1 16S ribosomal RNA, partial sequence
unassigned_220,gi|265678934|ref|NR_029242.1|,250,98,70.000,9.42e-23,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_220,gi|1384992336|ref|NR_156085.1|,249,98,69.880,3.29e-22,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_220,gi|1776910884|ref|NR_164617.1|,247,97,70.040,3.29e-22,1871336,Criibacterium bergeronii strain CCRI-22567 16S ribosomal RNA, partial sequence
unassigned_221,gi|343198433|ref|NR_041814.1|,251,98,73.307,4.59e-33,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_221,gi|343201039|ref|NR_041726.1|,250,98,73.200,1.60e-32,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_221,gi|602269297|ref|NR_044848.2|,251,98,72.908,5.59e-32,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_221,gi|265678934|ref|NR_029242.1|,251,98,72.908,5.59e-32,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_221,gi|1384992336|ref|NR_156085.1|,250,98,72.800,1.95e-31,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_221,gi|219857544|ref|NR_025132.1|,251,98,72.112,8.29e-30,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_221,gi|566085183|ref|NR_108987.1|,251,98,72.112,2.89e-29,867345,Ectothiorhodospira magna strain B7-7 16S ribosomal RNA, partial sequence
unassigned_221,gi|959494919|ref|NR_133783.1|,251,98,71.713,1.23e-27,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_221,gi|566085154|ref|NR_108887.1|,251,98,71.713,1.23e-27,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_221,gi|343198539|ref|NR_042831.1|,251,98,71.713,1.23e-27,233100,Ectothiorhodosinus mongolicus strain M9 16S ribosomal RNA, partial sequence
unassigned_222,gi|343198433|ref|NR_041814.1|,251,98,71.713,1.23e-27,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_222,gi|602269297|ref|NR_044848.2|,251,98,71.315,1.50e-26,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_222,gi|265678934|ref|NR_029242.1|,251,98,71.315,1.50e-26,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_222,gi|343201039|ref|NR_041726.1|,250,98,71.200,5.23e-26,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_222,gi|1384992336|ref|NR_156085.1|,250,98,70.800,2.22e-24,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_222,gi|219857544|ref|NR_025132.1|,251,98,70.518,2.22e-24,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_222,gi|645321036|ref|NR_118099.1|,251,98,70.518,7.76e-24,45248,Leucothrix mucor strain ATCC 25107 16S ribosomal RNA, partial sequence
unassigned_222,gi|343202680|ref|NR_043091.1|,251,98,70.518,7.76e-24,286420,Hahella ganghwensis strain FR1050 16S ribosomal RNA, partial sequence
unassigned_222,gi|1776910884|ref|NR_164617.1|,247,97,70.445,2.71e-23,1871336,Criibacterium bergeronii strain CCRI-22567 16S ribosomal RNA, partial sequence
unassigned_222,gi|636559444|ref|NR_115503.1|,247,97,70.445,9.46e-23,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_223,gi|343198433|ref|NR_041814.1|,252,98,71.825,4.31e-27,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_223,gi|265678477|ref|NR_028780.1|,255,100,71.373,4.31e-27,153026,Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence
unassigned_223,gi|645321302|ref|NR_118301.1|,258,100,71.705,1.51e-26,594679,Allofrancisella guangzhouensis strain 08HL01032 16S ribosomal RNA, partial sequence
unassigned_223,gi|1315204048|ref|NR_152718.1|,258,100,71.705,1.51e-26,1085644,Allofrancisella frigidaquae strain SYSU 10HL1970 16S ribosomal RNA, partial sequence
unassigned_223,gi|1315204047|ref|NR_152717.1|,258,100,71.705,1.51e-26,1085647,Allofrancisella inopinata strain SYSU YG23 16S ribosomal RNA, partial sequence
unassigned_223,gi|566084881|ref|NR_108381.1|,258,100,71.705,1.51e-26,594679,Allofrancisella guangzhouensis strain 08HL01032 16S ribosomal RNA, partial sequence
unassigned_223,gi|1445135992|ref|NR_158032.1|,255,100,70.980,5.25e-26,2035344,Amylibacter cionae strain H-12 16S ribosomal RNA, partial sequence
unassigned_223,gi|961555084|ref|NR_134052.1|,255,100,70.980,5.25e-26,1290553,Halocynthiibacter namhaensis strain RA2-3 16S ribosomal RNA, partial sequence
unassigned_223,gi|219857544|ref|NR_025132.1|,252,98,71.032,1.83e-25,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_223,gi|343206157|ref|NR_044747.1|,255,100,70.588,2.23e-24,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_224,gi|636559877|ref|NR_115937.1|,245,96,69.796,1.16e-21,171283,Mycoplasma cricetuli strain CH 16S ribosomal RNA, partial sequence.
unassigned_224,gi|219857600|ref|NR_025188.1|,245,96,69.388,4.92e-20,171290,Mycoplasma oxoniensis strain 128 16S ribosomal RNA, partial sequence
unassigned_224,gi|219857590|ref|NR_025178.1|,247,96,69.231,1.72e-19,171281,Mycoplasma citelli strain RG-2C 16S ribosomal RNA, partial sequence.
unassigned_224,gi|219846087|ref|NR_025677.1|,248,96,69.355,7.30e-18,215578,Entomoplasma somnilux strain PYAN-1 16S ribosomal RNA, partial sequence
unassigned_224,gi|265678477|ref|NR_028780.1|,257,100,68.872,2.55e-17,153026,Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence
unassigned_224,gi|219857403|ref|NR_024991.1|,253,98,68.775,3.11e-16,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_224,gi|1520188691|ref|NR_159905.1|,248,97,68.145,1.08e-15,1776760,Proteiniborus indolifex strain BA2-13 16S ribosomal RNA, partial sequence
unassigned_224,gi|219846377|ref|NR_025968.1|,248,96,68.145,3.78e-15,39047,Mycoplasma sturni strain UC/MF 16S ribosomal RNA, partial sequence.
unassigned_224,gi|545589124|ref|NR_044718.2|,250,96,68.800,1.32e-14,1519,Clostridium tyrobutyricum strain ATCC 25755 16S ribosomal RNA, partial sequence
unassigned_224,gi|1018196573|ref|NR_136452.1|,250,96,68.800,1.32e-14,1157315,Clostridium kogasensis strain YHK0403 16S ribosomal RNA, partial sequence
unassigned_225,gi|343201039|ref|NR_041726.1|,250,98,72.800,1.95e-31,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_225,gi|1384992336|ref|NR_156085.1|,250,98,72.400,8.29e-30,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_225,gi|602269297|ref|NR_044848.2|,251,98,71.315,1.50e-26,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_225,gi|265678934|ref|NR_029242.1|,251,98,71.315,1.50e-26,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_225,gi|343198433|ref|NR_041814.1|,251,98,70.916,6.37e-25,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_225,gi|219857544|ref|NR_025132.1|,251,98,70.120,2.71e-23,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_225,gi|224581446|ref|NR_027228.1|,247,97,70.445,9.46e-23,72026,Helcococcus ovis strain s840-96-2 16S ribosomal RNA, partial sequence
unassigned_225,gi|959494919|ref|NR_133783.1|,251,98,70.120,3.30e-22,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_225,gi|566085154|ref|NR_108887.1|,251,98,70.120,3.30e-22,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_225,gi|219846518|ref|NR_026110.1|,251,98,70.120,3.30e-22,39772,Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence
unassigned_226,gi|343198433|ref|NR_041814.1|,230,98,70.870,1.27e-20,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_226,gi|602269297|ref|NR_044848.2|,227,97,70.485,1.55e-19,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_226,gi|265678934|ref|NR_029242.1|,230,98,70.000,6.60e-18,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_226,gi|343201039|ref|NR_041726.1|,229,98,69.869,2.30e-17,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_226,gi|219857544|ref|NR_025132.1|,230,98,69.565,2.30e-17,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_226,gi|645321036|ref|NR_118099.1|,227,97,69.604,2.81e-16,45248,Leucothrix mucor strain ATCC 25107 16S ribosomal RNA, partial sequence
unassigned_226,gi|1024974693|ref|NR_136768.1|,227,97,69.604,2.81e-16,1247513,Leucothrix pacifica strain XH122 16S ribosomal RNA, partial sequence
unassigned_226,gi|1384992336|ref|NR_156085.1|,229,98,69.432,2.81e-16,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_226,gi|959494919|ref|NR_133783.1|,230,98,69.130,3.42e-15,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_226,gi|566085154|ref|NR_108887.1|,230,98,69.130,3.42e-15,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_227,gi|343198433|ref|NR_041814.1|,252,98,72.222,1.01e-28,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_227,gi|602269297|ref|NR_044848.2|,252,98,71.825,1.24e-27,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_227,gi|265678934|ref|NR_029242.1|,252,98,71.825,4.31e-27,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_227,gi|343201039|ref|NR_041726.1|,251,98,71.713,1.51e-26,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_227,gi|1384992336|ref|NR_156085.1|,251,98,71.315,1.83e-25,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_227,gi|219857544|ref|NR_025132.1|,252,98,71.032,1.83e-25,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_227,gi|645321036|ref|NR_118099.1|,252,98,70.635,2.72e-23,45248,Leucothrix mucor strain ATCC 25107 16S ribosomal RNA, partial sequence
unassigned_227,gi|343202680|ref|NR_043091.1|,252,98,70.635,2.72e-23,286420,Hahella ganghwensis strain FR1050 16S ribosomal RNA, partial sequence
unassigned_227,gi|959494919|ref|NR_133783.1|,252,98,70.635,2.72e-23,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_227,gi|566085154|ref|NR_108887.1|,252,98,70.635,2.72e-23,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_228,gi|631252980|ref|NR_114178.1|,253,98,70.751,5.28e-26,1192854,Granulosicoccus antarcticus IMCC3135 strain NBRC 102684 16S ribosomal RNA, partial sequence
unassigned_228,gi|219857403|ref|NR_024991.1|,254,98,71.260,6.43e-25,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_228,gi|699005369|ref|NR_126238.1|,252,98,70.635,6.43e-25,1136073,Galenea microaerophila strain P2D 16S ribosomal RNA, partial sequence
unassigned_228,gi|219846389|ref|NR_025980.1|,253,98,70.356,7.83e-24,1238,Piscirickettsia salmonis strain LF-89 16S ribosomal RNA, partial sequence
unassigned_228,gi|343198433|ref|NR_041814.1|,253,98,70.751,7.83e-24,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_228,gi|343201039|ref|NR_041726.1|,252,98,70.238,2.73e-23,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_228,gi|1277396289|ref|NR_152000.1|,252,98,70.238,2.73e-23,1811807,Sulfuriflexus mobilis strain aks1 16S ribosomal RNA, partial sequence
unassigned_228,gi|219857544|ref|NR_025132.1|,253,98,70.356,2.73e-23,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_228,gi|343198987|ref|NR_044255.1|,254,98,70.472,2.73e-23,1192854,Granulosicoccus antarcticus IMCC3135 16S ribosomal RNA, partial sequence
unassigned_228,gi|631252462|ref|NR_113660.1|,246,96,70.325,9.54e-23,2121,Mycoplasma orale strain NBRC 14477 16S ribosomal RNA, partial sequence
unassigned_229,gi|602267027|ref|NR_044663.2|,245,97,70.612,5.19e-26,2089,Anaeroplasma varium strain A2-T 16S ribosomal RNA, partial sequence
unassigned_229,gi|602267012|ref|NR_044675.2|,245,97,70.204,2.21e-24,2088,Anaeroplasma bactoclasticum strain JR 16S ribosomal RNA, partial sequence
unassigned_229,gi|636558635|ref|NR_114692.1|,247,97,70.445,3.27e-22,143361,Filifactor alocis strain ATCC 35896 16S ribosomal RNA, partial sequence
unassigned_229,gi|444304220|ref|NR_074645.1|,247,97,70.445,3.27e-22,143361,Filifactor alocis strain ATCC 35896 16S ribosomal RNA, partial sequence
unassigned_229,gi|265678309|ref|NR_028611.1|,247,97,70.040,1.39e-20,89152,[Clostridium] hiranonis strain TO-931 16S ribosomal RNA, partial sequence
unassigned_229,gi|343198452|ref|NR_041885.1|,247,97,70.040,1.39e-20,181070,Proteocatella sphenisci strain PPP2 16S ribosomal RNA, partial sequence
unassigned_229,gi|444303879|ref|NR_074301.1|,243,96,69.547,1.39e-20,512564,Mycoplasma crocodyli MP145 16S ribosomal RNA, partial sequence
unassigned_229,gi|228716184|ref|NR_027548.1|,243,96,69.547,1.39e-20,512564,Mycoplasma crocodyli MP145 16S ribosomal RNA, partial sequence
unassigned_229,gi|343201039|ref|NR_041726.1|,249,98,69.478,4.86e-20,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_229,gi|224581446|ref|NR_027228.1|,245,97,68.980,4.86e-20,72026,Helcococcus ovis strain s840-96-2 16S ribosomal RNA, partial sequence
unassigned_230,gi|602267027|ref|NR_044663.2|,244,96,70.492,2.21e-24,2089,Anaeroplasma varium strain A2-T 16S ribosomal RNA, partial sequence
unassigned_230,gi|219846939|ref|NR_026531.1|,245,96,70.612,2.70e-23,45497,[Clostridium] ultunense strain BS 16S ribosomal RNA, partial sequence
unassigned_230,gi|645320089|ref|NR_117379.1|,245,96,70.612,2.70e-23,865861,[Clostridium] ultunense DSM 10521 16S ribosomal RNA, partial sequence
unassigned_230,gi|343201039|ref|NR_041726.1|,247,97,70.040,9.42e-23,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_230,gi|602267012|ref|NR_044675.2|,244,96,70.082,9.42e-23,2088,Anaeroplasma bactoclasticum strain JR 16S ribosomal RNA, partial sequence
unassigned_230,gi|659364651|ref|NR_121714.1|,254,99,70.866,3.29e-22,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_230,gi|219846371|ref|NR_025962.1|,254,99,70.866,3.29e-22,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_230,gi|1193829131|ref|NR_147374.1|,245,96,70.204,3.29e-22,1870997,Ileibacterium massiliense strain Marseille-P3115 16S ribosomal RNA, partial sequence
unassigned_230,gi|645320093|ref|NR_117382.1|,245,96,70.204,3.29e-22,253256,Soehngenia saccharolytica strain DSM 12858 16S ribosomal RNA, partial sequence
unassigned_230,gi|219846171|ref|NR_025761.1|,245,96,70.204,3.29e-22,253256,Soehngenia saccharolytica strain BOR-Y 16S ribosomal RNA, partial sequence
unassigned_231,gi|343198433|ref|NR_041814.1|,252,98,73.016,5.56e-32,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_231,gi|219857544|ref|NR_025132.1|,252,98,72.619,1.94e-31,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_231,gi|602269297|ref|NR_044848.2|,252,98,72.619,6.78e-31,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_231,gi|959494919|ref|NR_133783.1|,252,98,72.619,2.36e-30,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_231,gi|566085154|ref|NR_108887.1|,252,98,72.619,2.36e-30,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_231,gi|219846518|ref|NR_026110.1|,252,98,72.619,2.36e-30,39772,Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence
unassigned_231,gi|343198434|ref|NR_041815.1|,252,98,72.619,2.36e-30,421,Methylomonas methanica strain S1 16S ribosomal RNA, partial sequence
unassigned_231,gi|265678477|ref|NR_028780.1|,255,100,72.157,2.36e-30,153026,Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence
unassigned_231,gi|265678934|ref|NR_029242.1|,252,98,72.619,2.36e-30,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_231,gi|343202956|ref|NR_043450.1|,252,98,72.222,2.88e-29,81932,Methylomicrobium japanense strain NI 16S ribosomal RNA, partial sequence
unassigned_232,gi|343198433|ref|NR_041814.1|,252,98,74.206,8.81e-36,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_232,gi|219857544|ref|NR_025132.1|,252,98,73.810,3.08e-35,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_232,gi|219857403|ref|NR_024991.1|,252,98,73.413,4.57e-33,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_232,gi|265678934|ref|NR_029242.1|,252,98,73.413,4.57e-33,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_232,gi|602269297|ref|NR_044848.2|,252,98,73.016,5.56e-32,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_232,gi|959494919|ref|NR_133783.1|,252,98,73.016,5.56e-32,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_232,gi|566085154|ref|NR_108887.1|,252,98,73.016,5.56e-32,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_232,gi|219846518|ref|NR_026110.1|,252,98,73.016,5.56e-32,39772,Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence
unassigned_232,gi|636560337|ref|NR_116397.1|,252,98,73.016,5.56e-32,525917,Thiothrix lacustris strain BL 16S ribosomal RNA, partial sequence
unassigned_232,gi|343198434|ref|NR_041815.1|,252,98,73.016,5.56e-32,421,Methylomonas methanica strain S1 16S ribosomal RNA, partial sequence
unassigned_233,gi|343198433|ref|NR_041814.1|,252,98,74.603,2.07e-37,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_233,gi|219857544|ref|NR_025132.1|,252,98,74.206,7.23e-37,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_233,gi|219857403|ref|NR_024991.1|,252,98,73.810,1.07e-34,107820,Thioalkalivibrio nitratis strain ALJ12 16S ribosomal RNA, partial sequence
unassigned_233,gi|265678934|ref|NR_029242.1|,252,98,73.810,1.07e-34,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_233,gi|602269297|ref|NR_044848.2|,252,98,73.413,1.31e-33,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_233,gi|959494919|ref|NR_133783.1|,252,98,73.413,4.57e-33,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
